ChainName,PrimaryCategory
The Art of Shaving,Cosmetics + Beauty Supplies
"The Athlete's Foot",Footwear
The Auto Spa,Car Wash
The Baked Bear,Restaurant - Bakery/Desserts
The Bar Method,Gyms + Fitness Facilities
The Bargain! Shop,Discount Stores
The Barre Code,Gyms + Fitness Facilities
The Bay Club,Gyms + Fitness Facilities
The Beaufort Bonnet Company,Clothing - Childrens
The Beauty Supply Outlet Canada,Cosmetics + Beauty Supplies
The Beer Store,"Beer, Wine, + Liquor Stores"
The Better Health Store,"Vitamins, Nutrition, and Supplements"
The Black Dog,Clothing - Family/Unisex
The Boathouse Restaurant,Restaurant - Casual
The Body Shop,Cosmetics + Beauty Supplies
The Boiling Crab,Restaurant - Fast Casual
The Bone & Biscuit Co.,Pet Stores + Supplies
The Brass Tap,Restaurant - Bar/Pub
The Brick,Furnishings
The Broadbent Company,Commercial Properties
The Broken Yolk Cafe,Restaurant - Casual
The Bubble Bath Car Wash,Car Wash
The Buffalo Spot,Restaurant - QSR/Fast Food
The Burger Joint,Restaurant - Fast Casual
"The Burger's Priest",Restaurant - QSR/Fast Food
The Camp Transformation Center,Sports + Recreation
The Canadian Brewhouse,Restaurant - Bar/Pub
The Capital Grille,Restaurant - Fine Dining
"The Captain's Boil",Restaurant - Casual
The Cash Store,Lending
The Casual Pint,Restaurant - Bar/Pub
The Center for Medical Weight Loss,Misc. Health Supplies + Services
The Check Cashing Store,Lending
The Cheesecake Factory,Restaurant - Casual
"The Chefs' Warehouse",Food Retail (Non-Grocers)
The Chicken Guy!,Restaurant - QSR/Fast Food
"The Children's Courtyard",Child Care
"The Children's Place",Clothing - Childrens
The Chopped Leaf,Restaurant - Fast Casual
The Christ Hospital,"Hospitals, Urgent Care, + Doctors"
The Coffee Bean & Tea Leaf,Restaurant - Coffee/Tea
The Columbia Bank,Banks + Financial Services
The Comfy Cow,Restaurant - Bakery/Desserts
The Community Blood Center,Misc. Health Supplies + Services
The Container Store,Home + Housewares
The Cordish Companies,Commercial Properties
The Counter,Restaurant - Casual
The Crab Station,Restaurant - Casual
The Crack Shack,Restaurant - QSR/Fast Food
The Dailey Method,Gyms + Fitness Facilities
The Dog Stop,Pet Health + Care
The Dollar Star,Discount Stores
The Dolly Llama,Restaurant - Bakery/Desserts
The Donut + Dog,Restaurant - Bakery/Desserts
The Drip Bar,"Vitamins, Nutrition, and Supplements"
The Duffeyroll Cafe,Restaurant - Bakery/Desserts
The Dump,Furnishings
The Dutch Pot Jamaican Restaurant,Restaurant - Casual
The Edge Fitness Clubs,Gyms + Fitness Facilities
The Ensign Group (ENSG),Misc. Health Supplies + Services
The Escape Game,Amusement
The Everett Clinic,"Hospitals, Urgent Care, + Doctors"
The Exchange,Mass Merchant
The Exercise Coach,Gyms + Fitness Facilities
The EyeDoctors Optometrists,Optical
The Face Shop,Cosmetics + Beauty Supplies
The Family Center Superstores,Agricultural Feed + Seed
The Flame Broiler,Restaurant - QSR/Fast Food
The Flatbread Company,Restaurant - Casual
The Flowery,Cannabis Retail
The Fresh Grocer,Grocery
The Fresh Market,Grocery
The Friendly Toast,Restaurant - Casual
The Frullati Cafe and Bakery,Restaurant - Fast Casual
The Gardner School,Child Care
The Gents Place,Hair
The Goddard School,Child Care
The Golf Mart,Sports + Recreation
The Good Burger,Restaurant - QSR/Fast Food
The Grand Theatre,Theatres
The Granola Bar,Restaurant - Fast Casual
The Great Escape,Furnishings
The Great Greek Mediterranean Grill,Restaurant - Fast Casual
The Greene Turtle,Restaurant - Casual
The Ground Guys,Flowers
The Gym KC,Gyms + Fitness Facilities
The Habit Burger Grill,Restaurant - Fast Casual
The Halal Guys,Restaurant - Fast Casual
The Hampton Social,Restaurant - Casual
The Hartford Auto Repair Shops,"Auto Service, Parts, + Tires"
The Health Hut,"Vitamins, Nutrition, and Supplements"
The Henry,Restaurant - Casual
The Hockey Line-up Canada,Sports + Recreation
The Home Depot,Home Improvement + Building Supplies
The Home Depot Rental,Home Improvement + Building Supplies
The Human Bean,Restaurant - Coffee/Tea
The Hummus Factory,Restaurant - Fast Casual
The Hummus and Pitas Co.,Restaurant - Fast Casual
The Huntington National Bank,Banks + Financial Services
The Joint,Physical Therapy + Rehabilitation
The Juice Shop,Restaurant - Juice Bars
The Kebab Shop,Restaurant - QSR/Fast Food
The Keg Steakhouse & Bar,Restaurant - Fine Dining
The Landing Restaurant Group,Restaurant - Casual
The Lash Lounge,Hair
The Learning Experience,Child Care
The Legacy Senior Living,Misc. Health Supplies + Services
The Little Beet,Restaurant - Fast Casual
The Little Clinic,Misc. Health Supplies + Services
The Little Gym,Amusement
The Loop Pizza Grill,Restaurant - Fast Casual
The Lost Cajun,Restaurant - Casual
The Luxury Collection,Hotels
The Malvern School,Child Care
The Market,Mass Merchant
The Massage Place,"Spa, Massage, + Esthetics"
The Mattress Factory,Mattress Store
The Medicine Shoppe,Drug Stores + Pharmacies
The Medicine Shoppe Canada,Drug Stores + Pharmacies
The Melt,Restaurant - Fast Casual
The Melting Pot Restaurant,Restaurant - Casual
"The Men's Wearhouse",Clothing - Mens
The Milkshake Factory,Restaurant - Casual
The Nest School,Child Care
The Normal Brand,Clothing - Family/Unisex
The North Face,Sports + Recreation
The Office Beer Bar & Grill,Restaurant - Casual
The Office Tavern Grill,Restaurant - Bar/Pub
The Old Bag Of Nails Pub,Restaurant - Bar/Pub
The Optical Superstore Australia,Optical
The Original Hot Dog Factory,Restaurant - Fast Casual
The Original Mattress Factory,Furnishings
The Original Pancake House,Restaurant - Casual
The Palm Restaurant,Restaurant - Fine Dining
The Paper Store,Office Supplies
The Perfect Workout,Gyms + Fitness Facilities
The Pet Club,Pet Stores + Supplies
The Pie Hole (LA),Restaurant - Bakery/Desserts
The Pizza Company Cambodia,Restaurant - QSR/Fast Food
The Pizza Company Myanmar,Restaurant - QSR/Fast Food
The Pizza Company Thailand,Restaurant - QSR/Fast Food
The Pizza Company Vietnam,Restaurant - QSR/Fast Food
The Pizza Press,Restaurant - Fast Casual
The Pourhouse,Restaurant - Bar/Pub
The Rec Room,Amusement
The Red Chickz,Restaurant - QSR/Fast Food
The Registry Collection (Wyndham only),Hotels
The Retail Connection,Commercial Properties
The Ritz-Carlton,Hotels
The Rock Wood Fired Pizza,Restaurant - Casual
The Roomplace,Furnishings
The Ruby Slipper Cafe,Restaurant - QSR/Fast Food
The Salad Station,Restaurant - Fast Casual
The Salvation Army,Discount Stores
The Salvation Army in Canada,Used Products
The Shade Store,Home Improvement + Building Supplies
The Shoe Company,Footwear
The Shopping Center Group,Commercial Properties
The Simple Greek,Restaurant - Fast Casual
The Sodamix,Restaurant - Coffee/Tea
The Source,Computers + Consumer Electronics
The Spice & Tea Exchange,Food Retail (Non-Grocers)
The Stand,Restaurant - Fast Casual
The Sting,Clothing - Family/Unisex
The Sunshine House,Child Care
The Teahouse,Restaurant - Coffee/Tea
The Tile Shop,Home Improvement + Building Supplies
The Tire Choice & Total Car Care,"Auto Service, Parts, + Tires"
The Toasted Yolk,Restaurant - Casual
The Trademark Hotel Collection,Hotels
The Turnip Truck,Grocery
The UPS Store,Shipping
The UPS Store Canada,Shipping
The Unbound Collection by Hyatt,Hotels
The Uniform Outlet,Clothing - Family/Unisex
The Union Kitchen,Restaurant - Casual
The Veggie Grill,Restaurant - Fast Casual
The Vets Pets,"Hospitals, Urgent Care, + Doctors"
The Vitamin Shoppe,"Vitamins, Nutrition, and Supplements"
The Void,Amusement
The WORKS Gourmet Burger Bistro,Restaurant - QSR/Fast Food
The Walking Company,Footwear
The Wash Factory,Car Wash
The Wash Tub,Car Wash
The Wave Car Wash,Car Wash
The Wing Basket,Restaurant - QSR/Fast Food
The Woodmont Company,Commercial Properties
The Works Cafe,Restaurant - Coffee/Tea
The Yard,Shared Offices + Coworking
The Yard Milkshakebar,Restaurant - Bakery/Desserts
The Young Schools,Child Care
The Zoo Health Club,Gyms + Fitness Facilities
The bluTaco,Restaurant - Fast Casual
"Theisen's",Agricultural Feed + Seed
Theory,Clothing - Family/Unisex
Things Engraved,Gifts
Things Remembered,Gifts
Things Remembered Canada,Gifts
Think Kitchen,Home + Housewares
ThinkGeek,Computers + Consumer Electronics
Thirsty Lion Gastro Pub,Restaurant - Bar/Pub
Thirteen Lune,Cosmetics + Beauty Supplies
Thomas Sabo,Jewelry
Thomasville,Furnishings
Thompson Hotels,Hotels
Thorntons,Gas Stations
Thousand Trails,Sports + Recreation
Three Bears Alaska,Grocery
Three Dog Bakery,Pet Stores + Supplies
Thrifty Car Rental,Car + Truck Rentals
Thrifty Foods Canada,Grocery
Thrifty White Pharmacy,Drug Stores + Pharmacies
Thrive Pet Care,Pet Health + Care
Thrive Pet Health Care,Pet Health + Care
Thrive Pet Healthcare,Pet Health + Care
Thundercloud Subs,Restaurant - QSR/Fast Food
Thyme Maternity,Clothing - Womens
Tidal Wave Auto Spa,Car Wash
Tide Dry Cleaners,Cleaning
Tidelands Health,"Hospitals, Urgent Care, + Doctors"
Tierra Mia Coffee,Restaurant - Coffee/Tea
"Tiff's Treats",Restaurant - Bakery/Desserts
Tiffany & Co.,Jewelry
Tiger Express Wash,Car Wash
Tiger Noodle House,Restaurant - Casual
Tiger Sugar,Restaurant - Coffee/Tea
Tijuana Flats,Restaurant - Fast Casual
Tiki Ming,Restaurant - QSR/Fast Food
Tikkurila,Home Improvement + Building Supplies
Tikkurila - Distributor Locations,Home Improvement + Building Supplies
Tilden,"Auto Service, Parts, + Tires"
"Tilly's",Clothing - Family/Unisex
Tilted Kilt,Restaurant - Casual
Tim Hortons,Restaurant - Coffee/Tea
Timberland,Footwear
Time Equities Inc,Commercial Properties
Time To Shine Car Wash,Car Wash
Timewise Food Store,Convenience Store
"Timothy's World Coffee",Restaurant - Coffee/Tea
Tin Drum Asian Kitchen,Restaurant - QSR/Fast Food
Tin Roof Bar,Restaurant - Bar/Pub
Tinseltown,Theatres
Tint World,"Auto Service, Parts, + Tires"
Tiny Hoppers,"Schools, Tutoring, + Education"
Tip Top Tailors,Clothing - Mens
Tire Barn,"Auto Service, Parts, + Tires"
Tire Discounters,"Auto Service, Parts, + Tires"
Tire Engineers,"Auto Service, Parts, + Tires"
Tire Factory,"Auto Service, Parts, + Tires"
Tire Kingdom,"Auto Service, Parts, + Tires"
Tire Outlet,"Auto Service, Parts, + Tires"
Tire Pros,"Auto Service, Parts, + Tires"
Tire Rack Wholesale,"Auto Service, Parts, + Tires"
Tire Rama,"Auto Service, Parts, + Tires"
Tire Town,"Auto Service, Parts, + Tires"
Tire Tracks USA,"Auto Service, Parts, + Tires"
Tire Warehouse,"Auto Service, Parts, + Tires"
Tire Works,"Auto Service, Parts, + Tires"
TireHub,"Auto Service, Parts, + Tires"
Tirecraft,"Auto Service, Parts, + Tires"
Tireman,"Auto Service, Parts, + Tires"
Tires Now,"Auto Service, Parts, + Tires"
Tires Plus Total Car Care,"Auto Service, Parts, + Tires"
Tisol Pet Nutrition & Supply Stores,Pet Stores + Supplies
Tissot,Jewelry
Titefrette,"Beer, Wine, + Liquor Stores"
Title Nine,Clothing - Womens
TitleMax,Lending
Toastique,Restaurant - Fast Casual
Tobacco Outlet Plus Grocery,Convenience Store
Tocaya,Restaurant - Fast Casual
Todd Snyder,Clothing - Mens
"Togo's Eateries",Restaurant - Fast Casual
Tokyo Central,Food Retail (Non-Grocers)
"Tokyo Joe's",Restaurant - Fast Casual
Tokyo Smoke,Cannabis Retail
Tollens,Home Improvement + Building Supplies
Tolson Enterprises,Commercial Properties
Tom + Chee,Restaurant - Fast Casual
Tom Ford,Clothing - Womens
Tom N Toms Coffee,Restaurant - Coffee/Tea
Tom Thumb,Convenience Store
Tom Thumb Food & Pharmacy,Grocery
"Tomlinson's",Pet Stores + Supplies
Tommy Bahama,Clothing - Family/Unisex
Tommy Bahama Furniture,Home + Housewares
Tommy Cafe,Restaurant - Coffee/Tea
Tommy Guns,Hair
Tommy Hilfiger,Clothing - Family/Unisex
Tommy John,Clothing - Mens
"Tommy's Express Car Wash",Car Wash
Tonal,Sports + Recreation
Toni & Guy,Hair
"Tony Roma's",Restaurant - Casual
"Tony's Finer Foods",Grocery
"TooJay's",Restaurant - Casual
ToolTown,Home Improvement + Building Supplies
"Toot'n Totum",Convenience Store
"Toot'n Totum Car Care Centers","Auto Service, Parts, + Tires"
"Toot'n Totum Express Car Wash",Car Wash
Top Dog Express,Car Wash
Top Pot Doughnuts,Restaurant - Bakery/Desserts
Top Round Roast Beef,Restaurant - QSR/Fast Food
Top Ten Liquors,"Beer, Wine, + Liquor Stores"
"Top's Pizza",Restaurant - QSR/Fast Food
Topgolf,Amusement
Topman,Clothing - Mens
Topman - Distributor Locations,Clothing - Mens
Toppers Pizza,Restaurant - QSR/Fast Food
Toppers Pizza Canada,Restaurant - QSR/Fast Food
Tops Friendly Markets,Grocery
Tops Gas Stations,Gas Stations
Topshop,Clothing - Womens
Topshop - Distributor Locations,Clothing - Womens
"Torchy's Tacos",Restaurant - Fast Casual
Torpedo 7,Department Store
Torrid,Clothing - Womens
Tory Burch,Clothing - Womens
Toscalito,"Auto Service, Parts, + Tires"
Tossed,Restaurant - QSR/Fast Food
Total Access Urgent Care,"Hospitals, Urgent Care, + Doctors"
Total Health Pharmacy,Drug Stores + Pharmacies
Total Nutrition,"Vitamins, Nutrition, and Supplements"
Total Point Urgent Care,"Hospitals, Urgent Care, + Doctors"
Total Wine & More,"Beer, Wine, + Liquor Stores"
Total Wireless,Communications
Total by Verizon - List,Communications
Totally Tan & Spa,"Spa, Massage, + Esthetics"
Tots And Tykes Pediatrics,Misc. Health Supplies + Services
Touchstone Climbing,Sports + Recreation
Touchstone Medical Imaging,Misc. Health Supplies + Services
Tourneau,Jewelry
Tous,Jewelry
Tous Mexico,Clothing - Family/Unisex
Tous les Jours,Restaurant - Bakery/Desserts
Tower Health,"Hospitals, Urgent Care, + Doctors"
Town & Country Hardware,Home Improvement + Building Supplies
Town Fair Tire,"Auto Service, Parts, + Tires"
Town Shoes,Footwear
Town Sports International,Gyms + Fitness Facilities
TownPump Convenience Stores,Gas Stations
Towncare Dental,Dental
TownePlace Suites by Marriott,Hotels
Toyota,New/Used Car Dealers
Toyota Canada,New/Used Car Dealers
Toyota Service Department,"Auto Service, Parts, + Tires"
"Toys 'R' Us","Crafts, Toys, and Hobbies"
"Toys 'R' Us Canada","Crafts, Toys, and Hobbies"
Tracfone,Communications
Tractor Foods,Restaurant - Fast Casual
Tractor Supply Co.,Agricultural Feed + Seed
Trade Fair Supermarkets,Grocery
Trade Secrets,Cosmetics + Beauty Supplies
TradeHome Shoes,Footwear
Trademark,Commercial Properties
"Trader Joe's",Grocery
Traditions Management,Misc. Health Supplies + Services
TrailersPlus,Agricultural and Industrial Equipment + Supplies
"Trapper's Sushi",Restaurant - Casual
TravelCenters of America,Gas Stations
Travelers Auto Repair Shops,"Auto Service, Parts, + Tires"
Travelodge,Hotels
Travinia Italian Kitchen,Restaurant - Casual
TravisMathew,Clothing - Mens
Tread Connection,"Auto Service, Parts, + Tires"
TreadQuarters,"Auto Service, Parts, + Tires"
Treasure Island Foods,Grocery
Treats,Food Retail (Non-Grocers)
Treats Unleashed,Pet Stores + Supplies
Trek Bicycle,Sports + Recreation
Trek Bicycle - Distributor Locations,Sports + Recreation
Tremble,Gyms + Fitness Facilities
Tribute Portfolio,Hotels
"Tricor ",Commercial Properties
Trilogy Health Services,Misc. Health Supplies + Services
Trina Turk,Clothing - Womens
Trinity Health,"Hospitals, Urgent Care, + Doctors"
Trinity Rehab,Misc. Health Supplies + Services
Triovest,Commercial Properties
"Triple O's",Restaurant - QSR/Fast Food
"Triple O's Hong Kong",Restaurant - QSR/Fast Food
Tristan Medical Care Centers,"Hospitals, Urgent Care, + Doctors"
Triumph Motorcycles,New/Used Car Dealers
Tropical Smoothie Cafe,Restaurant - Juice Bars
Tru Fit Athletic Clubs,Gyms + Fitness Facilities
Tru by Hilton,Hotels
TruGreen,Flowers
TruWest Credit Union,Banks + Financial Services
"Trucchi's Supermarkets",Grocery
Truck Hero,"Auto Service, Parts, + Tires"
True Blue Car Wash,Car Wash
True Food Kitchen,Restaurant - Casual
True Health,Misc. Health Supplies + Services
True Health Plasma,Misc. Health Supplies + Services
True Religion Apparel,Clothing - Mens
True Value,Home Improvement + Building Supplies
True Value Hardware,Home Improvement + Building Supplies
TrueNorth Stores,Gas Stations
Truist,Banks + Financial Services
Trulieve,Cannabis Retail
"Truluck's",Restaurant - Fine Dining
Tsunami Express Car Wash,Car Wash
Tu Alteza Supermercados,Grocery
"Tubby's Grilled Submarines",Restaurant - QSR/Fast Food
Tudor?s Biscuit World,Restaurant - QSR/Fast Food
Tuesday Morning,Home + Housewares
Tuffy Auto Service Centers,"Auto Service, Parts, + Tires"
Tuft & Needle,Furnishings
"Tully's Coffee",Restaurant - Coffee/Tea
Tulsi,Restaurant - Fast Casual
Tumbleweed Tex Mex Grill & Margarita Bar,Restaurant - Casual
Tumi,Travel
Tunex,"Auto Service, Parts, + Tires"
Tupelo Honey,Restaurant - Casual
Turkey Hill,Convenience Store
"Turner's Outdoorsman",Sports + Recreation
Turning Point,Restaurant - Casual
Turtle Jacks,Restaurant - QSR/Fast Food
Tutera Senior Living,Misc. Health Supplies + Services
Tutor Time,Child Care
Tutoring Club,"Schools, Tutoring, + Education"
Tutti Frutti,Restaurant - Bakery/Desserts
Tuxedo Junction,Clothing - Mens
Tweed,Cannabis Retail
Twice Daily,Gas Stations
Twice the Deal Pizza,Restaurant - QSR/Fast Food
Twice the Ice,Food Retail (Non-Grocers)
Twin Cities Spine Center,"Hospitals, Urgent Care, + Doctors"
Twin Liquors Fine Wine and Spirits,"Beer, Wine, + Liquor Stores"
Twin Peaks Restaurant,Restaurant - Casual
Twin Scissors Salons,Hair
Twins Car Wash Blue Ridge,Car Wash
Twisted Root Burger,Restaurant - Fast Casual
Twisted Sugar,Restaurant - Bakery/Desserts
Twisted Taco,Restaurant - Fast Casual
Twistee Treat,Restaurant - Bakery/Desserts
Two Hands Corn Dog,Restaurant - QSR/Fast Food
Typo,Clothing - Family/Unisex
U GRO Learning Centres,Child Care
U-Haul,Car + Truck Rentals
U-Stop,Convenience Store
U-Stor,Storage
U-Store Self Storage,Storage
U-Swirl Frozen Yogurt,Restaurant - Bakery/Desserts
U.N.I Urgent Care,"Hospitals, Urgent Care, + Doctors"
U.S. AutoForce,"Auto Service, Parts, + Tires"
U.S. Bank,Banks + Financial Services
U.S. Cellular,Communications
U.S. Egg Restaurant,Restaurant - Casual
U.S. Polo Assn.,Clothing - Family/Unisex
U.S. Renal Care,"Hospitals, Urgent Care, + Doctors"
